id,category,message,intent_hint,status_code,ok,confirm_required,run_id,latency_ms,response,error
DQ031,下单-瓶装配送,ASAP下单，地址不变，电话不变，直接帮我补完流程。,ORDER_CREATE,200,True,False,f4e4034a-8d60-4da2-84ec-822f781929f0,2580,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
DQ032,下单-瓶装配送,今天19-21点要能到，能安排就下。,ORDER_CREATE,200,True,False,c87c4d0a-d2e5-4c7d-99e6-75e0b7bc2f91,2616,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ033,下单-瓶装配送,我要开发票，抬头是‘上海禾川餐饮有限公司’。,ORDER_CREATE,500,False,False,,12966,"{""error"":""internal error"",""code"":""INTERNAL_ERROR"",""details"":{""run_id"":""157fb8d9-58c3-47f3-9c3d-2f855c866a9c""}}",internal error
DQ034,下单-瓶装配送,开票税号我等会发，你先把其他信息问完。,ORDER_CREATE,500,False,False,,3226,"{""error"":""internal error"",""code"":""INTERNAL_ERROR"",""details"":{""run_id"":""b60cc427-4311-47b6-b649-29620dd23037""}}",internal error
DQ035,下单-瓶装配送,送到仓库北门，司机到了给我打电话。,ORDER_CREATE,200,True,False,8d1f3851-a866-4af2-8374-e3e58c654f79,2592,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ036,下单-瓶装配送,我这个单子不加急，正常排就行。,ORDER_CREATE,200,True,False,b7a8a3cf-037e-42ef-8e9d-844d005f18bb,2598,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ037,下单-瓶装配送,先帮我算个总价，我确认后你再下。,ORDER_CREATE,200,True,False,832cd984-47f8-4c6a-acc1-dfb403d1f871,2616,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ038,下单-瓶装配送,我想‘尽快’，但别太晚，超过21点就明天吧。,ORDER_CREATE,200,True,False,5b9159b3-3d63-4a9f-8139-5cb59ca9c8e7,2587,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ039,下单-瓶装配送,我要1瓶45kg，最好今天下午能到。,ORDER_CREATE,200,True,False,7d887c9a-dbc4-47fd-933c-3d81efd92b93,2599,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ040,下单-瓶装配送,你先问我缺什么，不要一上来给我长表格。,ORDER_CREATE,200,True,False,2a344100-3254-4712-a37a-7204bd89249d,2633,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ041,下单-瓶装配送,下单信息你帮我复述一下，我怕说漏了。,ORDER_CREATE,200,True,False,a9b991b9-a4ba-464c-9899-e1338b8ecc23,2606,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
DQ042,下单-瓶装配送,现在下，时间你按系统最早可达安排。,ORDER_CREATE,200,True,False,cbec3895-2daf-4e65-b029-5042c6a6cf19,2569,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ043,下单-瓶装配送,送气+开票一起办，别让我分两次说。,ORDER_CREATE,200,True,False,96d3099e-b596-4108-a39d-bd5f190a84de,2648,您要办理的是“瓶装配送”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
DQ044,下单-瓶装配送,来两瓶15kg，备注‘从后门进，前厅忙’。,ORDER_CREATE,200,True,False,bf5dcb14-78ac-4f35-8b8b-28774b9dee38,2605,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ045,下单-瓶装配送,如果今天排不上，你给我一个明早最早时间。,ORDER_CREATE,200,True,False,5f5c1a24-37e4-4f5a-8208-277b4d60eff8,2588,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ046,下单-瓶装配送,我就一句：给我来气。你来主导提问。,ORDER_CREATE,200,True,False,b91406c5-1fb9-4796-be3d-9a7acecf692c,2625,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ047,下单-瓶装配送,数量先按1瓶，你再问我要不要改。,ORDER_CREATE,200,True,False,f4dc4eb6-4a4a-48ce-89eb-35ad02744efe,2600,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ048,下单-瓶装配送,我地址有门禁，备注加一句‘到门口电话联系’。,ORDER_CREATE,200,True,False,fb9ba92f-ac7f-4cbf-be32-e6a4f48c92ed,2597,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ049,下单-瓶装配送,给我下单，联系人用李姐，别用账号默认名字。,ORDER_CREATE,200,True,False,fa333cbb-47ec-40bb-8fe3-ab15fb09c00e,2674,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
DQ050,下单-瓶装配送,我这个是公司用气，发票必须开普票。,ORDER_CREATE,500,False,False,,3175,"{""error"":""internal error"",""code"":""INTERNAL_ERROR"",""details"":{""run_id"":""8a273aaf-dbbf-4fae-8520-1833363d1b15""}}",internal error
DQ051,下单-瓶装配送,你先把关键字段确认好，再说创建订单。,ORDER_CREATE,200,True,False,1bfc58b3-f9c2-4672-8c71-bd72324a5dc3,2572,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ052,下单-瓶装配送,15公斤两瓶，别加急，明天下午。,ORDER_CREATE,200,True,False,7a4a6cd9-731e-4603-9498-934ea13e484e,2610,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ053,下单-瓶装配送,我想边聊边改参数，别每次都重头再来。,ORDER_CREATE,200,True,False,af0d8b1b-6ecc-432d-b2b1-e22f41bd4991,2586,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ054,下单-瓶装配送,下单后如果发现地址错了，你要提醒我改址时限。,ORDER_CREATE,200,True,False,a57864af-3a4d-47fe-b953-97aeb8bbe722,2655,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
DQ055,下单-安装安检报修换瓶,我要预约安装，明天下午有空档吗？,ORDER_CREATE,200,True,True,720df374-f4bb-4ed6-ba1f-805c171f280b,2623,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安装 |
| 服务项目 | 我要预约安装，明天下午有空档吗？ |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 2026-02-14 13:00-15:00 |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ056,下单-安装安检报修换瓶,做个安检，本周内都行，你帮我排。,ORDER_CREATE,200,True,True,534c5d82-1edb-4f32-9a14-3c4d4433f1e7,2570,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安检 |
| 服务项目 | 做个安检，本周内都行，你帮我排。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ057,下单-安装安检报修换瓶,报修，灶台点火老是失败。,ORDER_CREATE,200,True,True,18ce12e2-090a-429c-96d5-81d68113586a,2609,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 报修 |
| 服务项目 | 报修，灶台点火老是失败。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ058,下单-安装安检报修换瓶,我要换瓶，15kg一瓶，旧瓶要回收。,ORDER_CREATE,200,True,False,e721811b-ab66-4388-b8ab-ea2298ec9035,2599,好的，您要办理的是“换瓶”。换瓶服务需要确认一下：是否要回收空瓶？您回复“是”或“否”即可。,
DQ059,下单-安装安检报修换瓶,安装都能装啥？先给我几个常见项目。,ORDER_CREATE,200,True,True,173d34d3-6a91-4104-9c94-e9c70cc07065,2586,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安装 |
| 服务项目 | 安装都能装啥？先给我几个常见项目。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ060,下单-安装安检报修换瓶,安检可以做后厨全套检查吗，我们是餐饮店。,ORDER_CREATE,200,True,True,02149039-50d0-4691-86b1-32b9a98179da,2584,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安检 |
| 服务项目 | 安检可以做后厨全套检查吗，我们是餐饮店。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ061,下单-安装安检报修换瓶,报修先上门看，费用大概从多少起？,ORDER_CREATE,200,True,True,f812a6b2-4801-4676-b942-fa484b723f6c,2643,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 报修 |
| 服务项目 | 报修先上门看，费用大概从多少起？ |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ062,下单-安装安检报修换瓶,我要装报警器+切断阀联动，按流程来。,ORDER_CREATE,200,True,True,69dd7404-ff4e-41e2-aaec-c9cf1b224898,2596,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 配件 |
| 服务项目 | 报警器×1 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ063,下单-安装安检报修换瓶,今天能安排安检加急吗？,ORDER_CREATE,200,True,True,f4a0f432-f989-49af-95b5-ce012af82c3d,2593,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安检 |
| 服务项目 | 今天能安排安检加急吗？ |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 是 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ064,下单-安装安检报修换瓶,我想换瓶顺带做一次安检，能一起下吗？,ORDER_CREATE,200,True,False,ad128c9e-0381-433a-9754-e2b045bb557c,2603,您要办理的是“换瓶”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
DQ065,下单-安装安检报修换瓶,地址默认，联系人改成张工，做安装服务。,ORDER_CREATE,200,True,True,d4dba4f0-b93c-46d3-b259-4a0078ebb445,2570,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安装 |
| 服务项目 | 地址默认，联系人改成张工，做安装服务。 |
| 服务地址 | 默认，联系人改成张工，做安装服务 |
| 联系方式 | 改成张工 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ066,下单-安装安检报修换瓶,疑似漏气，但还不确定，报修怎么下最稳妥？,ORDER_CREATE,200,True,True,68be28f6-5be7-42b9-970c-6db9e25d3e68,2595,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 报修 |
| 服务项目 | 疑似漏气，但还不确定，报修怎么下最稳妥？ |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ067,下单-安装安检报修换瓶,我要INSTALLATION，你直接按中文问我就好。,ORDER_CREATE,200,True,False,167d45f9-d557-4174-ae02-21edf14276be,2629,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ068,下单-安装安检报修换瓶,我要SAFETY_CHECK，先别急着创建，先确认。,ORDER_CREATE,200,True,False,8f4280f3-5602-4ccc-afe7-48689ec17610,2596,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ069,下单-安装安检报修换瓶,我要REPAIR，问题是火焰发黄还偶尔回火。,ORDER_CREATE,200,True,False,fb1c1186-d35b-4215-a873-ce3f6301c3ae,2596,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ070,下单-安装安检报修换瓶,服务类型我说错了，改成换瓶，不是配送。,ORDER_CREATE,200,True,False,c75de52a-147a-4875-bd84-c0eebb345c00,2588,您要办理的是“换瓶”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
DQ071,下单-安装安检报修换瓶,安装能指定10点到12点这个窗口吗？,ORDER_CREATE,200,True,True,c5ee5722-165d-4d20-b092-4c170c710fe9,2612,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安装 |
| 服务项目 | 安装能指定10点到12点这个窗口吗？ |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ072,下单-安装安检报修换瓶,我这个门店上午忙，尽量下午上门。,ORDER_CREATE,200,True,False,99f04349-0faf-4592-bca5-4c1e78a35f8d,2588,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ073,下单-安装安检报修换瓶,报修备注：设备品牌是XX，型号我一会补。,ORDER_CREATE,200,True,True,47072c97-6e24-4f8e-8c03-746fc253a858,2654,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 报修 |
| 服务项目 | 报修备注：设备品牌是XX，型号我一会补。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 设备品牌是XX，型号我一会补 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ074,下单-安装安检报修换瓶,安检要开发票，抬头用公司全称。,ORDER_CREATE,200,True,True,a4217753-5424-4c69-913d-dc64f4897146,2613,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安检 |
| 服务项目 | 安检要开发票，抬头用公司全称。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ075,下单-安装安检报修换瓶,安装前需要准备什么，你顺便提醒我下。,ORDER_CREATE,200,True,True,34cc47ec-93c0-4785-89af-b42ecac431f4,2560,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安装 |
| 服务项目 | 安装前需要准备什么，你顺便提醒我下。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ076,下单-安装安检报修换瓶,换瓶数量先1，等会我可能改2。,ORDER_CREATE,200,True,False,eaa8f0ab-8636-4d29-a584-627300a8b264,2615,您要办理的是“换瓶”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
DQ077,下单-安装安检报修换瓶,报修单你先出个确认单，我看完再点头。,ORDER_CREATE,200,True,True,8691c807-24a5-4973-9d7b-fb08f414f733,2636,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 报修 |
| 服务项目 | 报修单你先出个确认单，我看完再点头。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ078,下单-安装安检报修换瓶,我说得比较乱，你帮我整理成可下单的信息。,ORDER_CREATE,200,True,False,ef29fb2e-cda0-4df6-bd5c-dd2b3efdb455,2596,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
DQ079,下单-安装安检报修换瓶,能不能别让我选太多项，你按必要项提问就行。,ORDER_CREATE,200,True,False,f74701ac-ee3c-4e03-8d39-074e7e53c364,2638,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ080,下单-安装安检报修换瓶,我希望你像真人客服那样追问，不要机器话术。,ORDER_CREATE,200,True,False,a5a1d0ed-4f7b-47e0-8484-b1e53ab5461a,2627,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ081,下单-安装安检报修换瓶,我有点急，先帮我判断该走报修还是安检。,ORDER_CREATE,200,True,True,16fc400d-6854-4826-b1f2-9d96599f7aef,2567,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安检 |
| 服务项目 | 我有点急，先帮我判断该走报修还是安检。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ082,下单-安装安检报修换瓶,把‘安装+安检’拆成哪种更合理，你建议一下。,ORDER_CREATE,200,True,True,cf756f93-3b93-43c9-9cfa-807fd2c9c26a,2588,"将提交一条建议反馈。

请回复“确认”执行，回复“取消”放弃。",
DQ083,配件商城与购物车,商城里帮我找个适配15kg的减压阀。,ACCESSORIES_OR_CART,200,True,True,378d0eb4-5da5-4625-bc41-f616f6e81023,2632,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 配件 |
| 服务项目 | 减压阀×1 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
