result_version,session_mode,id,category,message,intent_hint,status_code,ok,confirm_required,intent,run_id,latency_ms,tested_at,response,error
v20260226-r3-manual,isolated,DQ011,能力与流程,你这边是24小时都能下单吗，夜里会怎么安排？,CLARIFY_OR_POLICY,200,True,False,CREATE_ORDER,6b6a71b8-25c0-40d2-84f2-a37f57257fb2,801,2026-02-26T23:53:11,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ012,能力与流程,我比较着急，你回答能不能短一点，别太官方。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,f23b38b2-5f1b-40c2-906d-6b5c0e9bf0cd,819,2026-02-26T23:53:12,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称、购物车加减与结算。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260226-r3-manual,isolated,DQ013,能力与流程,如果我说错了服务类型，你会提醒我改吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,08a5bcb5-54bb-417f-9e0c-0bdfa8b1a84c,2035,2026-02-26T23:53:14,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ014,能力与流程,我有时候会发语音转文字，错别字挺多，你能看懂吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,57f4f89e-ef2b-4ea4-856a-b4454caaa32d,2108,2026-02-26T23:53:16,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ015,能力与流程,你是机器人我知道，但回复能不能别那么模板化。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,1b0a774f-141f-4ba6-a1fd-2e82ba8facc4,1928,2026-02-26T23:53:18,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ016,能力与流程,先告诉我：你现在能做、不能做的各三条就行。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,604cf6af-2aef-41b3-ab00-ff204e6727b6,870,2026-02-26T23:53:19,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称、购物车加减与结算。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260226-r3-manual,isolated,DQ017,下单-瓶装配送,我要叫气，今天能送吗？,ORDER_CREATE,200,True,False,CREATE_ORDER,06161030-d631-4c0c-82f7-8f3331c20ee3,855,2026-02-26T23:53:20,好的，您要办理的是“瓶装配送”。15kg 已记下，请问需要几瓶？,
v20260226-r3-manual,isolated,DQ018,下单-瓶装配送,帮我送两瓶15公斤的，越快越好。,ORDER_CREATE,200,True,False,CREATE_ORDER,3655366f-788b-43ee-8732-9d7bea4e7a00,874,2026-02-26T23:53:21,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ019,下单-瓶装配送,我这边后厨快没气了，先来一瓶45kg顶着用。,ORDER_CREATE,200,True,False,CREATE_ORDER,48584f31-189d-4693-a53f-0663c2e790b3,784,2026-02-26T23:53:22,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ020,下单-瓶装配送,15kg来2瓶，地址先用我默认的。,ORDER_CREATE,200,True,False,UNKNOWN,b9d4ed1c-48be-44d2-aca8-0896c7cb40d8,836,2026-02-26T23:53:23,"您当前默认地址是：北京市朝阳区测试路66号（王建国 13812345678）
共 3 个地址。
如需切换默认地址，告诉我“把地址ID 12 设为默认地址”即可。",
v20260226-r3-manual,isolated,DQ021,下单-瓶装配送,给我送个小瓶，5kg那种，一瓶就行。,ORDER_CREATE,200,True,False,CREATE_ORDER,9fc5678a-4e19-451f-a674-db4c60b1bc06,837,2026-02-26T23:53:24,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ022,下单-瓶装配送,晚上十点还能送不？我要两瓶15kg。,ORDER_CREATE,200,True,False,CREATE_ORDER,b039882a-a10e-46c2-a088-525505b72c23,799,2026-02-26T23:53:24,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ023,下单-瓶装配送,明早能送吗？大概9点到11点那段。,ORDER_CREATE,200,True,False,UNKNOWN,af1ddc3c-37c7-47c0-b896-2e7e6477022c,2068,2026-02-26T23:53:27,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ024,下单-瓶装配送,我就一句话：送煤气来。你继续问我吧。,ORDER_CREATE,200,True,False,CREATE_ORDER,3c6c5dff-4539-488f-a998-5af649922daa,772,2026-02-26T23:53:28,好的，您要办理的是“瓶装配送”。15kg 已记下，请问需要几瓶？,
v20260226-r3-manual,isolated,DQ025,下单-瓶装配送,我赶时间，能走加急就走加急。,ORDER_CREATE,200,True,False,UNKNOWN,d7a1fb59-fe23-467f-8acc-70da2f7bb25b,1995,2026-02-26T23:53:30,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ026,下单-瓶装配送,备注一下：到门口别按铃，打电话就行。,ORDER_CREATE,200,True,False,UNKNOWN,82f7d293-08b4-470d-9ed1-a71cacdd611b,2046,2026-02-26T23:53:32,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ027,下单-瓶装配送,联系人改成王师傅，电话13800138000。,ORDER_CREATE,200,True,False,UNKNOWN,a67eecce-942f-4bdd-986d-4c568a4457df,1993,2026-02-26T23:53:34,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ028,下单-瓶装配送,我手机快没电了，你先把需要我确认的都一次性说完。,ORDER_CREATE,200,True,False,UNKNOWN,1cbfc4cb-1321-47c3-943d-9295d931dad4,1953,2026-02-26T23:53:36,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ029,下单-瓶装配送,下单但先别创建，我想先看看订单内容有没有错。,ORDER_CREATE,200,True,False,QUERY_ORDER,6be68930-8037-416e-a175-5b398ba4e02c,875,2026-02-26T23:53:37,"给您查到这些订单：
1. LPG202602260630214485 | 瓶装配送 | 已支付 | 预计 2026-02-27 08:30
2. LPG202602260630184504 | 配件 | 已支付 | 预计 2026-02-27 09:00
3. LPG202602260629218882 | 瓶装配送 | 已支付 | 预计 2026-02-27 08:30
4. LPG202602260629179086 | 配件 | 已支付 | 预计 2026-02-27 09:00
5. LPG202602250042331946 | 瓶装配送 | 已支付 | 预计 2026-02-26 08:30
要看某一单详情，直接把订单号发我。",
v20260226-r3-manual,isolated,DQ030,下单-瓶装配送,我要两罐气，型号我不懂，你给我推荐最常用的。,ORDER_CREATE,200,True,False,UNKNOWN,1b37943b-8716-4db8-907f-e8351e23ff62,2146,2026-02-26T23:53:39,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ031,下单-瓶装配送,ASAP下单，地址不变，电话不变，直接帮我补完流程。,ORDER_CREATE,200,True,False,CREATE_ORDER,18b5cf7b-c6ac-4238-b6de-c9024c03ecec,879,2026-02-26T23:53:40,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ032,下单-瓶装配送,今天19-21点要能到，能安排就下。,ORDER_CREATE,200,True,False,UNKNOWN,0485631a-9c22-496b-9f40-dd71fca83abb,2053,2026-02-26T23:53:42,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ033,下单-瓶装配送,我要开发票，抬头是‘上海禾川餐饮有限公司’。,ORDER_CREATE,200,True,False,UNKNOWN,fb9ecca1-2e40-4b40-bc0c-099e9d78c52e,844,2026-02-26T23:53:43,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260226-r3-manual,isolated,DQ034,下单-瓶装配送,开票税号我等会发，你先把其他信息问完。,ORDER_CREATE,200,True,False,UNKNOWN,922999d7-f302-4b46-a37b-6e28eeef3374,809,2026-02-26T23:53:44,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260226-r3-manual,isolated,DQ035,下单-瓶装配送,送到仓库北门，司机到了给我打电话。,ORDER_CREATE,200,True,False,UNKNOWN,5264133b-fccf-4e5b-baea-b3cf20a7bd41,2124,2026-02-26T23:53:46,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ036,下单-瓶装配送,我这个单子不加急，正常排就行。,ORDER_CREATE,200,True,False,UNKNOWN,5a5d3508-17b1-4c32-ae2d-f5d7420e1adb,1995,2026-02-26T23:53:48,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ037,下单-瓶装配送,先帮我算个总价，我确认后你再下。,ORDER_CREATE,200,True,False,CREATE_ORDER,f757bbf0-b4af-4a41-a5d4-363754740bf1,842,2026-02-26T23:53:49,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ038,下单-瓶装配送,我想‘尽快’，但别太晚，超过21点就明天吧。,ORDER_CREATE,200,True,False,UNKNOWN,402cccf3-679e-41b6-8eb8-038c13b6a627,2005,2026-02-26T23:53:51,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ039,下单-瓶装配送,我要1瓶45kg，最好今天下午能到。,ORDER_CREATE,200,True,False,CREATE_ORDER,61404a0f-48c0-4739-a7be-c47be4f728cd,788,2026-02-26T23:53:52,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ040,下单-瓶装配送,你先问我缺什么，不要一上来给我长表格。,ORDER_CREATE,200,True,False,UNKNOWN,eef484d7-4cbc-47d1-998e-708997bdcca5,1844,2026-02-26T23:53:54,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ041,下单-瓶装配送,下单信息你帮我复述一下，我怕说漏了。,ORDER_CREATE,200,True,False,CREATE_ORDER,daece492-a330-4059-a0f2-a77ca8b40577,622,2026-02-26T23:53:55,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ042,下单-瓶装配送,现在下，时间你按系统最早可达安排。,ORDER_CREATE,200,True,False,UNKNOWN,6d408faf-debd-4cd2-a4b6-91e0f9bef822,1794,2026-02-26T23:53:57,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ043,下单-瓶装配送,送气+开票一起办，别让我分两次说。,ORDER_CREATE,200,True,False,UNKNOWN,41dc966a-5bff-4f10-a60c-fcc50cd02950,664,2026-02-26T23:53:58,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260226-r3-manual,isolated,DQ044,下单-瓶装配送,来两瓶15kg，备注‘从后门进，前厅忙’。,ORDER_CREATE,200,True,False,CREATE_ORDER,376ea234-ad8e-4239-8a6a-7963bd320d7b,613,2026-02-26T23:53:58,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ045,下单-瓶装配送,如果今天排不上，你给我一个明早最早时间。,ORDER_CREATE,200,True,False,UNKNOWN,63dbde9d-216f-4dfa-94ec-a5b84fbbac0e,1763,2026-02-26T23:54:00,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ046,下单-瓶装配送,我就一句：给我来气。你来主导提问。,ORDER_CREATE,200,True,False,CREATE_ORDER,0473ec37-fc07-449a-8da2-2ba32ba56947,638,2026-02-26T23:54:01,好的，您要办理的是“瓶装配送”。15kg 已记下，请问需要几瓶？,
v20260226-r3-manual,isolated,DQ047,下单-瓶装配送,数量先按1瓶，你再问我要不要改。,ORDER_CREATE,200,True,False,UNKNOWN,eb853048-1bec-4d8c-95f7-c0c44e278ebb,1757,2026-02-26T23:54:03,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ048,下单-瓶装配送,我地址有门禁，备注加一句‘到门口电话联系’。,ORDER_CREATE,200,True,False,UNKNOWN,f3e937c2-9a66-4c30-bdea-29835624e3f4,1764,2026-02-26T23:54:05,我可以帮您处理账户和地址。您可以说“看我的资料”“新增地址”或“把地址ID 12 设为默认”。,
v20260226-r3-manual,isolated,DQ049,下单-瓶装配送,给我下单，联系人用李姐，别用账号默认名字。,ORDER_CREATE,200,True,False,CREATE_ORDER,ba39292d-43ee-47e3-84ba-f3d3240e0ab0,639,2026-02-26T23:54:05,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ050,下单-瓶装配送,我这个是公司用气，发票必须开普票。,ORDER_CREATE,200,True,False,UNKNOWN,471dd8b0-afee-4713-8342-cada50973fb7,591,2026-02-26T23:54:06,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260226-r3-manual,isolated,DQ051,下单-瓶装配送,你先把关键字段确认好，再说创建订单。,ORDER_CREATE,200,True,False,UNKNOWN,df5a5fd9-da26-4002-b6e0-787f478baa1b,1722,2026-02-26T23:54:08,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ052,下单-瓶装配送,15公斤两瓶，别加急，明天下午。,ORDER_CREATE,200,True,False,CREATE_ORDER,64042357-73bb-46b3-8c8a-a60e175badd5,728,2026-02-26T23:54:09,没问题，我来一步步帮您下单。先确认服务类型：瓶装配送、换瓶、安装、安检、报修或配件。,
v20260226-r3-manual,isolated,DQ053,下单-瓶装配送,我想边聊边改参数，别每次都重头再来。,ORDER_CREATE,200,True,False,UNKNOWN,7fe2ca1f-8a4a-4b02-a632-7f395c36bfa0,1791,2026-02-26T23:54:11,我在，您直接告诉我现在要办哪件事就行，我会接着为您处理。,
v20260226-r3-manual,isolated,DQ054,下单-瓶装配送,下单后如果发现地址错了，你要提醒我改址时限。,ORDER_CREATE,200,True,False,MODIFY_ORDER,0e1d02a1-abc2-40bf-8644-a5b34171a6c4,683,2026-02-26T23:54:11,按规则，服务开始前至少 1 小时才能改址。把订单号发我，我先帮您判断是否可改。,
v20260226-r3-manual,isolated,DQ055,下单-安装安检报修换瓶,我要预约安装，明天下午有空档吗？,ORDER_CREATE,200,True,True,CREATE_ORDER,a6465ac2-90ac-4d29-807a-411efd0139e1,582,2026-02-26T23:54:12,"我先把订单信息整理好了，您确认一下：
1. 服务类型：安装
2. 服务项目：我要预约安装,明天下午有空档吗?
3. 服务地址：默认地址
4. 联系方式：用李姐 13800138000
5. 预约时间：2026-02-27 13:00-15:00
6. 是否加急：是
7. 备注：无
温馨提示：如需补充备注，请尽量在预计开始前30分钟告诉我。

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260226-r3-manual,isolated,DQ056,下单-安装安检报修换瓶,做个安检，本周内都行，你帮我排。,ORDER_CREATE,200,True,True,CREATE_ORDER,bb7a1dd1-e27b-4035-b808-c57e6e66c1c6,641,2026-02-26T23:54:13,"我先把订单信息整理好了，您确认一下：
1. 服务类型：安检
2. 服务项目：做个安检,本周内都行,你帮我排。
3. 服务地址：默认地址
4. 联系方式：用李姐 13800138000
5. 预约时间：立即配送（系统自动分配）
6. 是否加急：是
7. 备注：无
温馨提示：如需补充备注，请尽量在预计开始前30分钟告诉我。

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260226-r3-manual,isolated,DQ057,下单-安装安检报修换瓶,报修，灶台点火老是失败。,ORDER_CREATE,200,True,True,CREATE_ORDER,ccae72ce-559f-4af7-92bd-d53f01f1fe14,768,2026-02-26T23:54:14,"我先把订单信息整理好了，您确认一下：
1. 服务类型：报修
2. 服务项目：报修,灶台点火老是失败。
3. 服务地址：默认地址
4. 联系方式：用李姐 13800138000
5. 预约时间：立即配送（系统自动分配）
6. 是否加急：是
7. 备注：无
温馨提示：如需补充备注，请尽量在预计开始前30分钟告诉我。

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260226-r3-manual,isolated,DQ058,下单-安装安检报修换瓶,我要换瓶，15kg一瓶，旧瓶要回收。,ORDER_CREATE,200,True,False,CREATE_ORDER,e3e7594f-d289-4e66-b9aa-60e2ded28439,684,2026-02-26T23:54:15,好的，您要办理的是“换瓶”。换瓶服务再确认一下：是否回收空瓶？回复“是”或“否”即可。,
v20260226-r3-manual,isolated,DQ059,下单-安装安检报修换瓶,安装都能装啥？先给我几个常见项目。,ORDER_CREATE,200,True,True,CREATE_ORDER,3e656909-29ca-4d02-b7e4-70b85f403326,671,2026-02-26T23:54:15,"我先把订单信息整理好了，您确认一下：
1. 服务类型：安装
2. 服务项目：安装都能装啥?先给我几个常见项目。
3. 服务地址：默认地址
4. 联系方式：用李姐 13800138000
5. 预约时间：立即配送（系统自动分配）
6. 是否加急：是
7. 备注：无
温馨提示：如需补充备注，请尽量在预计开始前30分钟告诉我。

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260226-r3-manual,isolated,DQ060,下单-安装安检报修换瓶,安检可以做后厨全套检查吗，我们是餐饮店。,ORDER_CREATE,200,True,True,CREATE_ORDER,f4aa1c7f-8b89-4d0e-8860-30796a7afc84,660,2026-02-26T23:54:16,"我先把订单信息整理好了，您确认一下：
1. 服务类型：安检
2. 服务项目：安检可以做后厨全套检查吗,我们是餐饮店。
3. 服务地址：默认地址
4. 联系方式：用李姐 13800138000
5. 预约时间：立即配送（系统自动分配）
6. 是否加急：是
7. 备注：无
温馨提示：如需补充备注，请尽量在预计开始前30分钟告诉我。

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260226-r3-manual,isolated,DQ061,下单-安装安检报修换瓶,报修先上门看，费用大概从多少起？,ORDER_CREATE,200,True,False,UNKNOWN,bf358034-48ab-4f56-af94-1f7fae491a10,2366,2026-02-26T23:54:19,"我查到以下信息供您参考：
1. Refund requests must be submitted within 7 days.
2. Delivery failure refunds process within 3 days.
3. Standard delivery window is 2 to 4 hours.
如果您愿意，我可以继续直接帮您办理相关业务。",
v20260226-r3-manual,isolated,DQ062,下单-安装安检报修换瓶,我要装报警器+切断阀联动，按流程来。,ORDER_CREATE,200,True,True,CREATE_ORDER,fd9cda04-fb8b-4b50-9eff-eec9a9e3fbbc,615,2026-02-26T23:54:19,"我先把订单信息整理好了，您确认一下：
1. 服务类型：配件
2. 服务项目：燃气报警器×1
3. 服务地址：默认地址
4. 联系方式：用李姐 13800138000
5. 预约时间：立即配送（系统自动分配）
6. 是否加急：是
7. 备注：无
温馨提示：如需补充备注，请尽量在预计开始前30分钟告诉我。

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260226-r3-manual,isolated,DQ063,下单-安装安检报修换瓶,今天能安排安检加急吗？,ORDER_CREATE,200,True,True,CREATE_ORDER,94e62974-7678-48e9-8796-c64579410bb4,670,2026-02-26T23:54:20,"我先把订单信息整理好了，您确认一下：
1. 服务类型：安检
2. 服务项目：今天能安排安检加急吗?
3. 服务地址：默认地址
4. 联系方式：用李姐 13800138000
5. 预约时间：立即配送（系统自动分配）
6. 是否加急：是
7. 备注：无
温馨提示：如需补充备注，请尽量在预计开始前30分钟告诉我。

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260226-r3-manual,isolated,DQ064,下单-安装安检报修换瓶,我想换瓶顺带做一次安检，能一起下吗？,ORDER_CREATE,200,True,False,CREATE_ORDER,dd4573c6-3879-4be7-91fb-3f8b57d0e58b,630,2026-02-26T23:54:21,好的，您要办理的是“换瓶”。15kg 已记下，请问需要几瓶？,
v20260226-r3-manual,isolated,DQ065,下单-安装安检报修换瓶,地址默认，联系人改成张工，做安装服务。,ORDER_CREATE,200,True,False,UNKNOWN,7b2275a5-f9d8-4f0e-add5-b347c5669262,626,2026-02-26T23:54:22,"您当前默认地址是：北京市朝阳区测试路66号（王建国 13812345678）
共 3 个地址。
如需切换默认地址，告诉我“把地址ID 12 设为默认地址”即可。",
v20260226-r3-manual,isolated,DQ066,下单-安装安检报修换瓶,疑似漏气，但还不确定，报修怎么下最稳妥？,ORDER_CREATE,200,True,False,SAFETY_GUIDE,b6aa13b6-8b0c-4d7d-951e-bf7e754ebb87,700,2026-02-26T23:54:22,"先按这个顺序处理：
1) 立即关闭燃气阀门。
2) 打开门窗通风，不要开关任何电器。
3) 人员先撤到安全区域。
4) 联系应急热线 400-888-0000。
处理完应急后，您回复我“继续”，我再帮您安排后续处理。",
v20260226-r3-manual,isolated,DQ067,下单-安装安检报修换瓶,我要INSTALLATION，你直接按中文问我就好。,ORDER_CREATE,200,True,False,CREATE_ORDER,1852dfb3-11de-499d-a064-7c2a45073a07,655,2026-02-26T23:54:23,好的，您要办理的是“安装”。明白。请告诉我具体安装项目（例如：灶具安装、减压阀安装）。,
v20260226-r3-manual,isolated,DQ068,下单-安装安检报修换瓶,我要SAFETY_CHECK，先别急着创建，先确认。,ORDER_CREATE,200,True,False,CREATE_ORDER,67f4dca4-1722-45d0-a769-e80264bae0a7,690,2026-02-26T23:54:24,好的，您要办理的是“安检”。收到。请告诉我安检范围（例如：厨房、后厨、整店）。,
v20260226-r3-manual,isolated,DQ069,下单-安装安检报修换瓶,我要REPAIR，问题是火焰发黄还偶尔回火。,ORDER_CREATE,200,True,False,CREATE_ORDER,245c9c0c-1da6-4340-b9f1-3d16718625f4,629,2026-02-26T23:54:25,好的，您要办理的是“报修”。收到。请描述一下故障现象，我好为您安排报修。,
v20260226-r3-manual,isolated,DQ070,下单-安装安检报修换瓶,服务类型我说错了，改成换瓶，不是配送。,ORDER_CREATE,200,True,False,CREATE_ORDER,8dd27ce8-be13-413c-8d19-246415f555c8,571,2026-02-26T23:54:25,好的，您要办理的是“换瓶”。15kg 已记下，请问需要几瓶？,
v20260226-r3-manual,isolated,DQ071,下单-安装安检报修换瓶,安装能指定10点到12点这个窗口吗？,ORDER_CREATE,200,True,True,CREATE_ORDER,926a5c5c-a464-49ab-8d3c-79821212faa1,669,2026-02-26T23:54:26,"我先把订单信息整理好了，您确认一下：
1. 服务类型：安装
2. 服务项目：安装能指定10点到12点这个窗口吗?
3. 服务地址：默认地址
4. 联系方式：用李姐 13800138000
5. 预约时间：立即配送（系统自动分配）
6. 是否加急：是
7. 备注：无
温馨提示：如需补充备注，请尽量在预计开始前30分钟告诉我。

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
