result_version,id,category,message,intent_hint,status_code,ok,confirm_required,intent,run_id,latency_ms,tested_at,response,error
v20260213-fix1,DQ011,能力与流程,你这边是24小时都能下单吗，夜里会怎么安排？,CLARIFY_OR_POLICY,200,True,False,CREATE_ORDER,466de94d-3a1f-4419-8dfe-d2c33c25251f,557,2026-02-14T00:15:52,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
v20260213-fix1,DQ012,能力与流程,我比较着急，你回答能不能短一点，别太官方。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,639ce943-c9b3-4b63-aee4-acee5247bf1a,546,2026-02-14T00:15:52,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260213-fix1,DQ013,能力与流程,如果我说错了服务类型，你会提醒我改吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,17a4682c-b4a2-4f51-8175-440caba1ec07,566,2026-02-14T00:15:53,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ014,能力与流程,我有时候会发语音转文字，错别字挺多，你能看懂吗？,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,273c3b7d-3a6a-493b-b06f-e00d75ab345d,567,2026-02-14T00:15:53,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ015,能力与流程,你是机器人我知道，但回复能不能别那么模板化。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,262d94dc-9de5-4158-8bdf-ab12d0277b7e,574,2026-02-14T00:15:54,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ016,能力与流程,先告诉我：你现在能做、不能做的各三条就行。,CLARIFY_OR_POLICY,200,True,False,UNKNOWN,f059f07c-38d3-4d54-8a02-ef35b309b08b,548,2026-02-14T00:15:54,"可以的，我会按最少必要信息一步步问您，不会让您一次填很多项。
我现在能直接处理：下单、查订单、支付、取消、改址、投诉建议、修改昵称。
下单时我会默认带出您的常用联系人和默认地址，您只要说需要改哪一项就行。",
v20260213-fix1,DQ017,下单-瓶装配送,我要叫气，今天能送吗？,ORDER_CREATE,200,True,False,CREATE_ORDER,81f4020c-467a-4ae6-9d41-d96845161fc5,543,2026-02-14T00:15:55,您要办理的是“瓶装配送”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
v20260213-fix1,DQ018,下单-瓶装配送,帮我送两瓶15公斤的，越快越好。,ORDER_CREATE,200,True,False,UNKNOWN,614b028d-dfcc-4d76-979f-42c09fd1b163,552,2026-02-14T00:15:55,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ019,下单-瓶装配送,我这边后厨快没气了，先来一瓶45kg顶着用。,ORDER_CREATE,200,True,False,UNKNOWN,385a2142-c900-4979-871b-ca02e21bef4d,562,2026-02-14T00:15:56,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ020,下单-瓶装配送,15kg来2瓶，地址先用我默认的。,ORDER_CREATE,200,True,False,UNKNOWN,8088e7fc-3313-4049-be35-c703b1a066b1,568,2026-02-14T00:15:57,"您当前默认地址是：测试地址1号（测试账号 123）
共 2 个地址。
如需切换默认地址，请告诉我“把地址ID 12 设为默认地址”。",
v20260213-fix1,DQ021,下单-瓶装配送,给我送个小瓶，5kg那种，一瓶就行。,ORDER_CREATE,200,True,False,UNKNOWN,d51fe974-0fd4-4115-9489-e22b24b3583f,559,2026-02-14T00:15:57,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ022,下单-瓶装配送,晚上十点还能送不？我要两瓶15kg。,ORDER_CREATE,200,True,False,UNKNOWN,eac8988e-2671-4d1f-95c9-d918586b1e39,560,2026-02-14T00:15:58,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ023,下单-瓶装配送,明早能送吗？大概9点到11点那段。,ORDER_CREATE,200,True,False,UNKNOWN,08a48412-db0a-403e-bc31-94182a03b2c8,579,2026-02-14T00:15:58,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ024,下单-瓶装配送,我就一句话：送煤气来。你继续问我吧。,ORDER_CREATE,200,True,False,CREATE_ORDER,7f6b88fc-7bde-4577-8860-0f76fd3e2d98,542,2026-02-14T00:15:59,您要办理的是“瓶装配送”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
v20260213-fix1,DQ025,下单-瓶装配送,我赶时间，能走加急就走加急。,ORDER_CREATE,200,True,False,UNKNOWN,1078ba89-c641-4a84-b6d8-f298d69fd15f,559,2026-02-14T00:15:59,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ026,下单-瓶装配送,备注一下：到门口别按铃，打电话就行。,ORDER_CREATE,200,True,False,UNKNOWN,312a4040-b746-4b8f-9734-c5a0b2778444,551,2026-02-14T00:16:00,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ027,下单-瓶装配送,联系人改成王师傅，电话13800138000。,ORDER_CREATE,200,True,False,UNKNOWN,543eb21a-fcd5-4dd2-999e-4ea8278020d7,534,2026-02-14T00:16:00,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ028,下单-瓶装配送,我手机快没电了，你先把需要我确认的都一次性说完。,ORDER_CREATE,200,True,False,UNKNOWN,9d25ee2d-d807-488a-b284-77d859cb1310,564,2026-02-14T00:16:01,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ029,下单-瓶装配送,下单但先别创建，我想先看看订单内容有没有错。,ORDER_CREATE,200,True,False,QUERY_ORDER,4d99e84b-a22d-4882-b5b7-412d9f59743c,545,2026-02-14T00:16:02,您当前没有订单记录。,
v20260213-fix1,DQ030,下单-瓶装配送,我要两罐气，型号我不懂，你给我推荐最常用的。,ORDER_CREATE,200,True,False,UNKNOWN,655bb984-292b-432f-bd2b-a97ee811b3ec,562,2026-02-14T00:16:02,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ031,下单-瓶装配送,ASAP下单，地址不变，电话不变，直接帮我补完流程。,ORDER_CREATE,200,True,False,CREATE_ORDER,907d5573-7c19-4a72-9e84-c3ba16e198de,553,2026-02-14T00:16:03,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
v20260213-fix1,DQ032,下单-瓶装配送,今天19-21点要能到，能安排就下。,ORDER_CREATE,200,True,False,UNKNOWN,22f12295-fb4f-49ef-9479-87af2bf6a42c,572,2026-02-14T00:16:03,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ033,下单-瓶装配送,我要开发票，抬头是‘上海禾川餐饮有限公司’。,ORDER_CREATE,200,True,False,UNKNOWN,b50f6059-dc8d-44bf-a3c6-f50d667f6cce,548,2026-02-14T00:16:04,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260213-fix1,DQ034,下单-瓶装配送,开票税号我等会发，你先把其他信息问完。,ORDER_CREATE,200,True,False,UNKNOWN,f3c03eb7-6793-4997-bff0-80b165cf2f62,549,2026-02-14T00:16:04,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260213-fix1,DQ035,下单-瓶装配送,送到仓库北门，司机到了给我打电话。,ORDER_CREATE,200,True,False,UNKNOWN,2599e17b-9f21-4814-ad06-14297c03675f,572,2026-02-14T00:16:05,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ036,下单-瓶装配送,我这个单子不加急，正常排就行。,ORDER_CREATE,200,True,False,UNKNOWN,7f63be4b-e1a8-48b5-9884-28050c025b46,536,2026-02-14T00:16:05,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ037,下单-瓶装配送,先帮我算个总价，我确认后你再下。,ORDER_CREATE,200,True,False,QUERY_ORDER,597b49a0-4855-4cfd-99aa-483128a57eff,546,2026-02-14T00:16:06,您当前还没有可查询的订单。,
v20260213-fix1,DQ038,下单-瓶装配送,我想‘尽快’，但别太晚，超过21点就明天吧。,ORDER_CREATE,200,True,False,UNKNOWN,41eee739-fa7a-4423-8679-dbe55a8255ec,573,2026-02-14T00:16:07,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ039,下单-瓶装配送,我要1瓶45kg，最好今天下午能到。,ORDER_CREATE,200,True,False,UNKNOWN,4bdd4474-7fb6-4e19-bc6f-94b13f20615e,579,2026-02-14T00:16:07,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ040,下单-瓶装配送,你先问我缺什么，不要一上来给我长表格。,ORDER_CREATE,200,True,False,UNKNOWN,b5c74c3e-6c1c-4ffc-b651-72d7cdbd3454,556,2026-02-14T00:16:08,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ041,下单-瓶装配送,下单信息你帮我复述一下，我怕说漏了。,ORDER_CREATE,200,True,False,CREATE_ORDER,4c54ddf7-91a7-457b-b31c-4bcc5c54c912,556,2026-02-14T00:16:08,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
v20260213-fix1,DQ042,下单-瓶装配送,现在下，时间你按系统最早可达安排。,ORDER_CREATE,200,True,False,UNKNOWN,c98664fe-93f0-4d5c-b189-836fc3933fcb,579,2026-02-14T00:16:09,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ043,下单-瓶装配送,送气+开票一起办，别让我分两次说。,ORDER_CREATE,200,True,False,UNKNOWN,8a6b52d5-d50f-4764-b5cf-c762e47a36ac,564,2026-02-14T00:16:09,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260213-fix1,DQ044,下单-瓶装配送,来两瓶15kg，备注‘从后门进，前厅忙’。,ORDER_CREATE,200,True,False,UNKNOWN,d31794a2-c641-450d-8a10-87e442356686,547,2026-02-14T00:16:10,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ045,下单-瓶装配送,如果今天排不上，你给我一个明早最早时间。,ORDER_CREATE,200,True,False,UNKNOWN,2709baee-e678-44a6-987f-840681098c51,570,2026-02-14T00:16:11,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ046,下单-瓶装配送,我就一句：给我来气。你来主导提问。,ORDER_CREATE,200,True,False,CREATE_ORDER,2a928a3f-545e-4031-9f11-e7770a9199ac,580,2026-02-14T00:16:11,您要办理的是“瓶装配送”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
v20260213-fix1,DQ047,下单-瓶装配送,数量先按1瓶，你再问我要不要改。,ORDER_CREATE,200,True,False,UNKNOWN,33a1472b-3cbb-47b0-a1c9-c2a8e60e2348,544,2026-02-14T00:16:12,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ048,下单-瓶装配送,我地址有门禁，备注加一句‘到门口电话联系’。,ORDER_CREATE,200,True,False,UNKNOWN,65516f2b-6499-4bd9-9209-88c54c298e34,571,2026-02-14T00:16:12,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ049,下单-瓶装配送,给我下单，联系人用李姐，别用账号默认名字。,ORDER_CREATE,200,True,False,CREATE_ORDER,fd6d7c21-4f8a-4d70-8661-028d5895e965,567,2026-02-14T00:16:13,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
v20260213-fix1,DQ050,下单-瓶装配送,我这个是公司用气，发票必须开普票。,ORDER_CREATE,200,True,False,UNKNOWN,e840b4b0-7180-40e5-95d2-2036814822c4,558,2026-02-14T00:16:13,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260213-fix1,DQ051,下单-瓶装配送,你先把关键字段确认好，再说创建订单。,ORDER_CREATE,200,True,False,UNKNOWN,b03e1b15-9913-4ee3-bdb5-17326df1cf26,583,2026-02-14T00:16:14,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ052,下单-瓶装配送,15公斤两瓶，别加急，明天下午。,ORDER_CREATE,200,True,False,UNKNOWN,662e8c19-cbdf-4129-bd5c-f42095cafa23,575,2026-02-14T00:16:15,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ053,下单-瓶装配送,我想边聊边改参数，别每次都重头再来。,ORDER_CREATE,200,True,False,UNKNOWN,4706aae4-85d8-475b-80a0-fd71fdffa463,549,2026-02-14T00:16:15,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ054,下单-瓶装配送,下单后如果发现地址错了，你要提醒我改址时限。,ORDER_CREATE,200,True,False,MODIFY_ORDER,caff8d4f-53c5-4d45-8be9-d072dc5a67e1,522,2026-02-14T00:16:16,按规则，服务开始前至少 1 小时才可改址。请把订单号发我，我先帮您判断是否可改。,
v20260213-fix1,DQ055,下单-安装安检报修换瓶,我要预约安装，明天下午有空档吗？,ORDER_CREATE,200,True,True,CREATE_ORDER,d9039983-a031-4163-94a7-27847e4bd263,553,2026-02-14T00:16:16,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安装
2. 服务项目：我要预约安装，明天下午有空档吗？
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：2026-02-14 13:00-15:00
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ056,下单-安装安检报修换瓶,做个安检，本周内都行，你帮我排。,ORDER_CREATE,200,True,True,CREATE_ORDER,45dcff12-e71d-49d9-8c22-86c3e155f9bc,556,2026-02-14T00:16:17,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安检
2. 服务项目：做个安检，本周内都行，你帮我排。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ057,下单-安装安检报修换瓶,报修，灶台点火老是失败。,ORDER_CREATE,200,True,True,CREATE_ORDER,d6f7aaa6-c69d-40b2-8dfb-e73d65bf2028,559,2026-02-14T00:16:17,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：报修
2. 服务项目：报修，灶台点火老是失败。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ058,下单-安装安检报修换瓶,我要换瓶，15kg一瓶，旧瓶要回收。,ORDER_CREATE,200,True,False,CREATE_ORDER,4cb60ace-ff9d-4a02-9ffe-8c24854bc0f5,541,2026-02-14T00:16:18,好的，您要办理的是“换瓶”。换瓶服务需要确认一下：是否要回收空瓶？您回复“是”或“否”即可。,
v20260213-fix1,DQ059,下单-安装安检报修换瓶,安装都能装啥？先给我几个常见项目。,ORDER_CREATE,200,True,True,CREATE_ORDER,17653302-1e74-41c1-a887-966f0183856e,558,2026-02-14T00:16:18,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安装
2. 服务项目：安装都能装啥？先给我几个常见项目。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ060,下单-安装安检报修换瓶,安检可以做后厨全套检查吗，我们是餐饮店。,ORDER_CREATE,200,True,True,CREATE_ORDER,326a8909-ec9a-4250-aace-c8e9bf41f1f9,553,2026-02-14T00:16:19,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安检
2. 服务项目：安检可以做后厨全套检查吗，我们是餐饮店。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ061,下单-安装安检报修换瓶,报修先上门看，费用大概从多少起？,ORDER_CREATE,200,True,True,CREATE_ORDER,4437a877-2f95-407e-8ffc-614621202b31,556,2026-02-14T00:16:19,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：报修
2. 服务项目：报修先上门看，费用大概从多少起？
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ062,下单-安装安检报修换瓶,我要装报警器+切断阀联动，按流程来。,ORDER_CREATE,200,True,False,SAFETY_GUIDE,8498f1c2-c149-46d0-a836-1e58c86942c9,547,2026-02-14T00:16:20,"先按这个顺序处理：
1) 立即关闭燃气阀门。
2) 打开门窗通风，不要开关任何电器。
3) 人员先撤到安全区域。
4) 联系应急热线 400-888-0000。
如果您愿意，我可以继续帮您记录情况并发起售后处理。",
v20260213-fix1,DQ063,下单-安装安检报修换瓶,今天能安排安检加急吗？,ORDER_CREATE,200,True,True,CREATE_ORDER,ef610db7-42e9-43c2-b739-653eabe555e7,556,2026-02-14T00:16:21,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安检
2. 服务项目：今天能安排安检加急吗？
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：是
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ064,下单-安装安检报修换瓶,我想换瓶顺带做一次安检，能一起下吗？,ORDER_CREATE,200,True,False,CREATE_ORDER,553f8eda-5711-4465-be22-10e0d067411e,555,2026-02-14T00:16:21,您要办理的是“换瓶”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
v20260213-fix1,DQ065,下单-安装安检报修换瓶,地址默认，联系人改成张工，做安装服务。,ORDER_CREATE,200,True,False,UNKNOWN,64fb4173-2706-47f6-ba89-1c178e577b02,578,2026-02-14T00:16:22,"您当前默认地址是：测试地址1号（测试账号 123）
共 2 个地址。
如需切换默认地址，请告诉我“把地址ID 12 设为默认地址”。",
v20260213-fix1,DQ066,下单-安装安检报修换瓶,疑似漏气，但还不确定，报修怎么下最稳妥？,ORDER_CREATE,200,True,False,SAFETY_GUIDE,c5497b58-946e-4496-a59e-ab2cec60747d,537,2026-02-14T00:16:22,"先按这个顺序处理：
1) 立即关闭燃气阀门。
2) 打开门窗通风，不要开关任何电器。
3) 人员先撤到安全区域。
4) 联系应急热线 400-888-0000。
如果您愿意，我可以继续帮您记录情况并发起售后处理。",
v20260213-fix1,DQ067,下单-安装安检报修换瓶,我要INSTALLATION，你直接按中文问我就好。,ORDER_CREATE,200,True,False,CREATE_ORDER,e2da621a-2c0f-407d-b9d8-5923674ffc82,562,2026-02-14T00:16:23,好的，您要办理的是“安装”。明白了，请告诉我具体安装项目（例如：灶具安装、减压阀安装）。,
v20260213-fix1,DQ068,下单-安装安检报修换瓶,我要SAFETY_CHECK，先别急着创建，先确认。,ORDER_CREATE,200,True,False,CREATE_ORDER,8b9107c6-cd44-4a74-b960-67aae615954b,556,2026-02-14T00:16:23,您要办理的是“安检”。好的，请告诉我安检范围（例如：厨房、后厨、整店）。,
v20260213-fix1,DQ069,下单-安装安检报修换瓶,我要REPAIR，问题是火焰发黄还偶尔回火。,ORDER_CREATE,200,True,False,CREATE_ORDER,57763fad-7795-4e91-98ea-ae87e91f4fd5,545,2026-02-14T00:16:24,好的，您要办理的是“报修”。收到，请您描述一下故障现象，我好为您安排报修。,
v20260213-fix1,DQ070,下单-安装安检报修换瓶,服务类型我说错了，改成换瓶，不是配送。,ORDER_CREATE,200,True,False,CREATE_ORDER,8283aff4-cffd-47ae-aba2-cc5ddfd98c87,560,2026-02-14T00:16:24,您要办理的是“换瓶”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
v20260213-fix1,DQ071,下单-安装安检报修换瓶,安装能指定10点到12点这个窗口吗？,ORDER_CREATE,200,True,True,CREATE_ORDER,77f302ad-4740-4b4d-ae8d-344cc1bd8d71,548,2026-02-14T00:16:25,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安装
2. 服务项目：安装能指定10点到12点这个窗口吗？
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ072,下单-安装安检报修换瓶,我这个门店上午忙，尽量下午上门。,ORDER_CREATE,200,True,False,UNKNOWN,e8167474-965a-4125-abe1-461845469e64,563,2026-02-14T00:16:26,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ073,下单-安装安检报修换瓶,报修备注：设备品牌是XX，型号我一会补。,ORDER_CREATE,200,True,True,CREATE_ORDER,60c605b9-dc38-4099-ab6c-949d163a7e38,555,2026-02-14T00:16:26,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：报修
2. 服务项目：报修备注：设备品牌是XX，型号我一会补。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：设备品牌是XX，型号我一会补

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ074,下单-安装安检报修换瓶,安检要开发票，抬头用公司全称。,ORDER_CREATE,200,True,False,UNKNOWN,caa2a43a-61d3-428c-af78-7d7a018f239c,547,2026-02-14T00:16:27,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
